courseid,classname,units,subject
BIEN175A,Senior Design,2,Bioengineering
BIEN175B,Senior Design,4,Bioengineering
BIEN175C,Senior Design,4,Bioengineering
BIEN190,Special Studies 1 to,5,Bioengineering
BIEN197,Research For Undergraduates 1 to,4,Bioengineering
BIEN198,R’Course: Variable Topics,1,Bioengineering
BIEN201,Mathematical Methods For Bioengineering,4,Bioengineering
BIEN211,Advanced Statistics and Research Design For Bioengineering,4,Bioengineering
BIEN223,Engineering Analysis of Physiological Systems,4,Bioengineering
BIEN224,Cellular and Molecular Engineering,4,Bioengineering
BIEN225,Self Assembly in Engineered Tissue,4,Bioengineering
BIEN227,Biophotonics: Laser-Tissue Interactions and Therapeutic Applications,3,Bioengineering
BIEN228,Biophotonics: Optical Diagnosis and Measurements,3,Bioengineering
BIEN233,Computational Modeling of Biomolecules,4,Bioengineering
BIEN234,Orthopaedic Regenerative Engineering and Mechanobiology,4,Bioengineering
BIEN235,Vascular Biomechanics and Engineering,4,Bioengineering
BIEN236,Nanomaterials For Regenerative Medicine,4,Bioengineering
BIEN237,Medical Diagnostics,4,Bioengineering
BIEN242,Advanced Biomedical Optical Imaging,4,Bioengineering
BIEN245,"Optical Methods in Biology, Chemistry, and Engineering",4,Bioengineering
BIEN249,Integration of Computational and Experimental Biology,4,Bioengineering
BIEN251,Biophotonics: Optical Microscopy and its Biological Applications,3,Bioengineering
BIEN260,Special Topics in Bioinstrumentation 1 or,2,Bioengineering
BIEN261,Special Topics in Biotransport 1 or,2,Bioengineering
BIEN262,Special Topics in Biosignaling 1 or,2,Bioengineering
BIEN263,Special Topics in Biocomputation 1 or,2,Bioengineering
BIEN264,Biotransport Phenomena,4,Bioengineering
BIEN265,Special Topics in Biomedical Optical Imaging 1 or,2,Bioengineering
BIEN266,Special Topics in Biological Nuclear Magnetic Resonance Spectroscopy 1 or,2,Bioengineering
BIEN267,Special Topics in Biophotonics 1 or,2,Bioengineering
BIEN268,Bioengineering Experimentation and Analysis,2,Bioengineering
BIEN269,Special Topics in Optical Measurements and Photomedicine,2,Bioengineering
BIEN270,Transport With Reactions in Biological Systems,4,Bioengineering
BIEN272,Special Topics in Biomaterials and Tissue Engineering 1 to,2,Bioengineering
BIEN273,Special Topics in Regenerative Engineering and Biomechanics,2,Bioengineering
BIEN274,Special Topics in Endothelial Biomedicine,2,Bioengineering
BIEN275,Magnetic Resonance Imaging,4,Bioengineering
BIEN276,Intro to Neuroimaging With MRI,4,Bioengineering
BIEN286,Colloquium in Bioengineering,1,Bioengineering
BIEN290,Directed Studies 1 to,6,Bioengineering
BIEN297,Directed Research 1 to,6,Bioengineering
BIEN298I,Individual Internship 1 to,12,Bioengineering
BIEN299,Research For the Thesis Or Dissertation 1 to,12,Bioengineering
BIEN302,Teaching Practicum 1 to,4,Bioengineering
BIEN401,Fundamentals of Proposal Preparation and Ethical Standards in Bioengineering,4,Bioengineering
BIEN402,Effective Writing For Bioengineering Research Publications,4,Bioengineering
BIOL002,Cellular Basis of Life,4,Biology
BIOL003,Organisms in Their Environment,4,Biology
BIOL005A,Introduction to Cell and Molecular Biology,4,Biology
BIOL005B,Introduction to Organismal Biology,4,Biology
BIOL005C,Introductory Evolution and Ecology,4,Biology
BIOL010,Headlines in the History of Life,4,Biology
BIOL020,Dynamic Genome,2,Biology
BIOL030,Human Reproduction and Sexual Behavior,4,Biology
BIOL034,Human Heredity and Evolution,4,Biology
BIOL040,Disease and History: From the Bubonic Plague to Aids,4,Biology
BIOL100,General Entomology,4,Biology
BIOL101,Computational & Data Skills For Everyday Biology,4,Biology
BIOL102,Introductory Genetics,4,Biology
BIOL104,Foundations of Plant Biology,4,Biology
BIOL105,Evolution,4,Biology
BIOL107A,Molecular Biology,4,Biology
BIOL107B,Advanced Molecular Biology,4,Biology
BIOL108,Population Genetics and Genomics,4,Biology
BIOL110,Biology of Human Problems,4,Biology
BIOL111,Infectious Disease Epidemiology,4,Biology
BIOL112,Systematics,4,Biology
BIOL113,"Advanced Cell Biology: Membranes, Organelles, and the Cytoskeleton",4,Biology
BIOL114,Advanced Cell Biology: Cellular Reproduction and Signaling,4,Biology
BIOL115,Human Genetics,4,Biology
BIOL116,Ecology and Conservation Biology,4,Biology
BIOL117,Evolutionary Ecology,4,Biology
BIOL118,Methods in Molecular Ecology and Evolution,4,Biology
BIOL119,Introduction to Genomics and Bioinformatics,4,Biology
BIOL120,Introduction to Plant Pathology,3,Biology
BIOL120L,Introduction to Plant Pathology Laboratory,1,Biology
BIOL121,Introductory Microbiology,4,Biology
BIOL121L,Microbiology Laboratory,3,Biology
BIOL122,Food Microbiology,4,Biology
BIOL123,Introduction to Comparative Virology,4,Biology
BIOL124,Medical Microbiology,4,Biology
BIOL127,Insect Ecology,4,Biology
BIOL128,Immunology,4,Biology
BIOL132,Plant Anatomy,4,Biology
BIOL134,Introduction to Mycology,3,Biology
BIOL134L,Introduction to Mycology Laboratory,1,Biology
BIOL138,Plant Developmental Morphology,4,Biology
BIOL143,Plant Physiology,4,Biology
BIOL148,Quantitative Genetics,4,Biology
BIOL150,Mammalogy,4,Biology
BIOL151,Invertebrate Zoology,5,Biology
BIOL152,Principles of Invertebrate Paleobiology and Paleoecology,4,Biology
BIOL154,Forensic Entomology,4,Biology
BIOL155,Chromosomes,4,Biology
BIOL157,Parasitology,4,Biology
BIOL158,Medical Molecular Parasitology,4,Biology
BIOL159,Biology of Nematodes,3,Biology
BIOL160,Animal Behavior,4,Biology
BIOL160L,Laboratory in Animal Behavior,1,Biology
BIOL161A,Functional Anatomy of the Vertebrates,5,Biology
BIOL161B,Functional Anatomy of the Vertebrates,5,Biology
BIOL162,Insect Behavior,4,Biology
BIOL163,Vertebrate Natural History,5,Biology
BIOL165,Restoration Ecology,4,Biology
BIOL166,Global Change Biology,4,Biology
BIOL168,Developmental Biology,4,Biology
BIOL169,Ornithology,4,Biology
BIOL170,Herpetology,5,Biology
BIOL171A,Human Anatomy,4,Biology
BIOL171B,Human Physiology 1,4,Biology
BIOL171C,Human Physiology 2,4,Biology
BIOL171L,Human Anatomy and Physiology Laboratory,1,Biology
BIOL172,Biology of Fishes,4,Biology
BIOL173,Insect Physiology,4,Biology
BIOL174,Ecological and Evolutionary Physiology,4,Biology
BIOL175,Comparative Animal Physiology,4,Biology
BIOL176,Comparative Biomechanics,4,Biology
BIOL177,Exercise Biology,4,Biology
BIOL178,Hormones and Behavior,4,Biology
BIOL190,Special Studies 1 to,4,Biology
BIOL191,Seminar in Biology 2 to,4,Biology
BIOL194,Independent Reading 1 to,4,Biology
BIOL197,Introduction to Research 1 to,2,Biology
BIOL199,Junior/Senior Research 1 to,4,Biology
BIOL200,Cell Biology,4,Biology
BIOL201,Molecular Biology,4,Biology
BIOL203,Cellular Biophysics,3,Biology
BIOL221,Microbial Genetics,4,Biology
BIOL250,Special Topics in Biology 1 to,2,Biology
BIOL252,General Colloquium in Biology,1,Biology
BIOL261,"Seminar in Genetics, Genomics, and Bioinformatics",1,Biology
BIOL281,"(E-Z) Seminar in Cell Development, Structure, and Function",2,Biology
BIOL284,Seminar in Biology 2 to,4,Biology
BIOL289,Special Topics in Neuroscience,2,Biology
BIOL301,Teaching of Biology at the College Level,1,Biology
BIOL303,Philosophy and Pedagogy of Teaching Undergraduate Life Sciences,3,Biology
BLCN190,Special Studies 1 to,4,Conservation Biology
BLCN197,Research For Undergraduates 1 to,2,Conservation Biology
BLCN198I,Individual Internship in Conservation Biology 2 to,4,Conservation Biology
BLKS001,Introduction to Black Study 1: Black People Domestically and Globally Now,4,Black Study
BLKS002,Introduction to Black Study 2: Imagined and Embodied Futures,4,Black Study
BLKS003,"Introduction to Black Study 3: Black Ways of Knowing, Doing, and (b)eing Otherwise",4,Black Study
BLKS004,"Introduction to Black Study 4: Praxis, Imagination, and Innovation",4,Black Study
BLKS019,Black Religion in the United States,4,Black Study
BLKS024,Black Social Dance and Movement(s): 1 2 or,4,Black Study
BLKS101,"Critical Theories of Gender, Race, and Blackness",4,Black Study
BLKS111,"Troublesome Possibilities: Reality, Black Aliveness, and Becoming",4,Black Study
BLKS115,"Black Religion, Resistance, and Moral Imagination",4,Black Study
BLKS118,Black Political Thought,4,Black Study
BLKS121,The Body & the Flesh in Black Thought,4,Black Study
BLKS122,House Dance and Futurist Cypher Technologies,4,Black Study
BLKS123,Reclaiming the Dark: Black Life Is Speculative Fiction,4,Black Study
BLKS124,Black Social Dance and Movement(s): 2 2 or,4,Black Study
BLKS131,Blackness in the Social Sciences,4,Black Study
BLKS132,Black Diaspora(s),4,Black Study
BLKS142,Blackness and Carcerality,4,Black Study
BLKS144,Artist Healers: Trans Indigenous Medicine and Art Intersections,4,Black Study
BLKS145,Black Language in Schools and Society,4,Black Study
BLKS151,Afrological Improvisation,4,Black Study
BLKS191A,Black Study Transdisciplinary Research Methods 1: Gateways to Inquiry,4,Black Study
BLKS191B,Black Study Transdisciplinary Research Methods 2: Practicing Inquiry,4,Black Study
BLKS193A,Black Study Senior Capstone: 1,4,Black Study
BLKS193B,Black Study Senior Capstone: 2,4,Black Study
BLKS195,Black Study Inland Empire Community Initiative,4,Black Study
BMSC091,Freshman Advising Seminar For Medical Scholars Program Students,1,Biomedical Sciences
BMSC092,First-Year Seminar For Medical Scholars Program Students: Topics in Health Careers,1,Biomedical Sciences
BMSC093,Seminar For Medical Scholars Program Students,1,Biomedical Sciences
BMSC094,Independent Reading 1 to,2,Biomedical Sciences
BMSC097,Research Tutorial in Biomedical Sciences 1 to,2,Biomedical Sciences
BMSC191,Seminar in Biomedical Sciences,2,Biomedical Sciences
BMSC194,Independent Reading 1 to,2,Biomedical Sciences
BMSC197L,Research For Undergraduates 1 to,3,Biomedical Sciences
BMSC202,Molecular Basis of Disease,3,Biomedical Sciences
BMSC222,(E-Z) Special Topics in Biomedical Sciences,2,Biomedical Sciences
BMSC223,(E-Z) Themes in Human Biology and Disease 2 to,4,Biomedical Sciences
BMSC223E,"Inflammation, Autoimmunity, and Pathogen Defense",3,Biomedical Sciences
BMSC223F,Cardiovascular Physiology,4,Biomedical Sciences
BMSC223G,Renal Physiology,3,Biomedical Sciences
BMSC223I,Respiratory Physiology,3,Biomedical Sciences
BMSC223J,Gastrointestinal Physiology,3,Biomedical Sciences
BMSC229,Foundations in Translational Research,8,Biomedical Sciences
BMSC232,"Cardiovascular, Renal, and Respiratory Sciences I",12,Biomedical Sciences
BMSC233,"Gastrointestinal, Endocrine, and Reproductive Health I",10,Biomedical Sciences
BMSC234,Musculoskeletal Medicine,4,Biomedical Sciences
BMSC235,Clinical Neurosciences I,5,Biomedical Sciences
BMSC236,Foundations of Medicine II,10,Biomedical Sciences
BMSC251,Colloquium in Biomedical Sciences,1,Biomedical Sciences
BMSC252,General Seminar in Biomedical Sciences,1,Biomedical Sciences
BMSC254,Graduate Seminar in Biomedical Sciences,1,Biomedical Sciences
BMSC260A,Topics in Translational Biomedical Research,2,Biomedical Sciences
BMSC260B,Topics in Translational Biomedical Research,2,Biomedical Sciences
BMSC260C,Topics in Translational Biomedical Research,2,Biomedical Sciences
BMSC261,Methods in Biomedical Research,1,Biomedical Sciences
BMSC290,Directed Studies 1 to,6,Biomedical Sciences
BMSC297,Directed Research 1 to,6,Biomedical Sciences
BMSC299,Research For Dissertation 1 to,12,Biomedical Sciences
BPHY250,Advanced Topics in Biophysics,2,Biophysics
BPHY252,Seminar in Biophysics,1,Biophysics
BPHY290,Directed Studies 1 to,6,Biophysics
BPHY296,Special Topics in Biophysics 1 to,2,Biophysics
BPHY297,Directed Research 1 to,6,Biophysics
BPHY299,Thesis Or Dissertation 1 to,12,Biophysics
BPSC011,Plants and Human Affairs,4,Botany and Plant Sciences
BPSC021,California’s Cornucopia: Food From the Field to Your Table,5,Botany and Plant Sciences
BPSC031,Spring Wildflowers,4,Botany and Plant Sciences
BPSC050,The Evidence For Evolution,4,Botany and Plant Sciences
BPSC060W,Scicomm: Exploring Effective Communication Methods in the Life Sciences,4,Botany and Plant Sciences
BPSC097,Lower-Division Research 1 to,4,Botany and Plant Sciences
BPSC104,Foundations of Plant Biology,4,Botany and Plant Sciences
BPSC109,Epigenetics,4,Botany and Plant Sciences
BPSC112,Systematics,4,Botany and Plant Sciences
BPSC132,Plant Anatomy,4,Botany and Plant Sciences
BPSC133,Plant Diversity and Evolution,5,Botany and Plant Sciences
BPSC134,Soil Conditions and Plant Growth,4,Botany and Plant Sciences
BPSC135,Plant Cell Biology,4,Botany and Plant Sciences
BPSC138,Plant Developmental Morphology,4,Botany and Plant Sciences
BPSC143,Plant Physiology,4,Botany and Plant Sciences
BPSC145,Geospatial Analytics For Landscape Ecology,4,Botany and Plant Sciences
BPSC146,Plant Ecology,4,Botany and Plant Sciences
BPSC148,Quantitative Genetics,4,Botany and Plant Sciences
BPSC149,Nanobiotechnology,2,Botany and Plant Sciences
BPSC150,"Genes, Selection, and Populations",4,Botany and Plant Sciences
BPSC155,Chromosomes,4,Botany and Plant Sciences
BPSC165,Restoration Ecology,4,Botany and Plant Sciences
BPSC166,Plant Physiological Ecology,4,Botany and Plant Sciences
BPSC183,Plant Biochemistry and Pharmacology of Plant Metabolites,4,Botany and Plant Sciences
BPSC184,Planning For A Postgraduate Career in Life Sciences,2,Botany and Plant Sciences
BPSC190,Special Studies 1 to,5,Botany and Plant Sciences
BPSC191,Seminar in Agricultural Careers in the 21st Century,1,Botany and Plant Sciences
BPSC193,Senior Seminar,2,Botany and Plant Sciences
BPSC195H,Senior Honors Thesis 1 to,4,Botany and Plant Sciences
BPSC197,Research For Undergraduates 1 to,4,Botany and Plant Sciences
BPSC198I,Individual Internship in Botany and Plant Sciences 1 to,12,Botany and Plant Sciences
BPSC199,Senior Research 2 to,4,Botany and Plant Sciences
BPSC200A,Plant Biology Core,2,Botany and Plant Sciences
BPSC200B,Plant Biology Core,2,Botany and Plant Sciences
BPSC200C,Plant Biology Core,2,Botany and Plant Sciences
BPSC201,(E-Z) Plant Molecular Biology 1 to,2,Botany and Plant Sciences
BPSC208,Product Design and Entrepreneurship For Agricultural and Biological Applications,3,Botany and Plant Sciences
BPSC221,Advanced Plant Breeding,4,Botany and Plant Sciences
BPSC222,Origins of Agriculture and Crop Evolution,3,Botany and Plant Sciences
BPSC225,(E-Z) Advanced Topics in Plant Biology,2,Botany and Plant Sciences
BPSC230,Molecular Plant-Microbial Interactions,3,Botany and Plant Sciences
BPSC231,The Plant Genome,4,Botany and Plant Sciences
BPSC232,Plant Development,4,Botany and Plant Sciences
BPSC234,Statistical Genomics,4,Botany and Plant Sciences
BPSC235,Plant Cell and Developmental Biology,4,Botany and Plant Sciences
BPSC237,Plant Cell Biology,4,Botany and Plant Sciences
BPSC239,Advanced Plant Physiology,4,Botany and Plant Sciences
BPSC240,Special Topics in Plant Biology,2,Botany and Plant Sciences
BPSC243,Plant Physiological Ecology,4,Botany and Plant Sciences
BPSC244,Species Distribution Modeling,4,Botany and Plant Sciences
BPSC245,Advanced Plant Ecology,4,Botany and Plant Sciences
BPSC246,Landscape Ecology,4,Botany and Plant Sciences
BPSC247,Ecological Theory and Modeling,4,Botany and Plant Sciences
BPSC250,Seminar in Plant Biology,1,Botany and Plant Sciences
BPSC252,Special Topics in Botany/Plant Science,1,Botany and Plant Sciences
BPSC261,"Seminar in Genetics, Genomics, and Bioinformatics",1,Botany and Plant Sciences
BPSC290,Directed Studies 1 to,6,Botany and Plant Sciences
BPSC291,Individual Study in Coordinated Areas 1 to,6,Botany and Plant Sciences
BPSC292,Concurrent and Advanced Studies in Botany and Plant Sciences 1 to,4,Botany and Plant Sciences
BPSC297,Directed Research 1 to,6,Botany and Plant Sciences
BPSC299,Research For Thesis Or Dissertation 1 to,12,Botany and Plant Sciences
BSWT002,Oral Communication,2,Basic Writing
BSWT003,Basic Writing For Second- Language Students,4,Basic Writing
BSWT003D,Basic Writing For Second- Language Students,2,Basic Writing
BSWT003L,Basic Writing For Second- Language Students,1,Basic Writing
BSWT004,Basic Writing Journal Workshop,1,Basic Writing
BUAS101,Fundamentals of Insurance,4,Business Administration Actuarial Science
BUS001,Personal Finance,4,Business Administration  
BUS001H,Personal Finance,4,Business Administration  
BUS010,Introduction to Business,4,Business Administration  
BUS020,Financial Accounting and Reporting,4,Business Administration  
